name,symbol,marketcap,price,supply
Bitcoin,BTC,667976638398.14,35678.13,18722300
Ethereum,ETH,277492990926.56,2390.31,116091024
Tether,USDT,61742398035.71,1.0001,61738511498
Cardano,ADA,50391384963.26,1.5773,31948309441
Binance Coin,BNB,49985988837.23,325.78,153432897
XRP,XRP,41834196844.25,0.9066,46143602688
Dogecoin,DOGE,39232589725.88,0.3022,129813129789
USD Coin,USDC,22421676957.19,0.9995,22432927813
Polkadot,DOT,19308719941.87,20.47,943085463
Uniswap,UNI,14562759375.83,25.74,565708400
Internet Computer,ICP,13813224148.84,111.35,124048742
Bitcoin Cash,BCH,12441347900.39,663.51,18750750
Polygon,MATIC,11584229101.15,1.8649,6211590053
Chainlink,LINK,11540751230.46,26.87,429509554
Litecoin,LTC,11413209327.59,170.98,66752415
Stellar,XLM,8683546919.96,0.3757,23113746450
Binance USD,BUSD,8605048903.57,0.9995,8609694339
Solana,SOL,7798155350.85,28.60,272637428
Ethereum Classic,ETC,7719247655.61,66.37,116313299
VeChain,VET,6918532733.58,0.1076,64315576989
Wrapped Bitcoin,WBTC,6647959216.86,35663.09,186410
THETA,THETA,6545632623.19,6.5456,1000000000
EOS,EOS,5763342009.95,6.0423,953832311
TRON,TRX,5162094842.93,0.07204,71659657369
Filecoin,FIL,5096896902.56,68.42,74491990
Monero,XMR,4701326848.94,262.33,17921166
Dai,DAI,4675430151.38,1.0004,4673385222
Aave,AAVE,4156839152.73,325.15,12784437
Neo,NEO,3642218121.92,51.63,70538831
Klaytn,KLAY,3467651212.82,1.4046,2468765527
Maker,MKR,3281818008.21,3309.95,991501
SHIBA INU,SHIB,3099443066.49,0.00000785,394796000000000
Bitcoin SV,BSV,3122473110.33,166.56,18746945
FTX Token,FTT,2964486956.05,31.42,94346958
Tezos,XTZ,2889075734.82,3.2917,877698135
IOTA,MIOTA,2872809944.44,1.0336,2779530283
Crypto.com Coin,CRO,2834128696.11,0.1122,25263013692
Cosmos,ATOM,2653314778.27,12.59,210767263
Kusama,KSM,2633709283.45,310.94,8470098
PancakeSwap,CAKE,2620761762.81,15.89,164900129
Algorand,ALGO,2600265476.25,0.8502,3058489459
Huobi Token,HT,2567752253.87,14.67,175074232
Terra,LUNA,2537354104.08,6.2182,408052284
BitTorrent,BTT,2409073534.05,0.00365,659952625000
THORChain,RUNE,2356283719.87,11.03,213536800
Avalanche,AVAX,2149588027.69,16.53,130007124
Compound,COMP,2120184725.93,406.11,5220695
UNUS SED LEO,LEO,2153823311.13,2.2578,953954130
Decred,DCR,2008473414.56,154.77,12977544
TerraUSD,UST,1956094379.95,0.9994,1957263071
Bitcoin BEP2,BTCB,1952067782.29,35753.45,54598
Dash,DASH,1849916170.12,182.09,10159432
Hedera Hashgraph,HBAR,1841907387.96,0.2185,8430320281
Zcash,ZEC,1782926680.02,150.02,11884781
Celsius,CEL,1714400378.40,7.1773,238863520
Theta Fuel,TFUEL,1609184169.10,0.3036,5301214400
Elrond,EGLD,1631445929.35,93.00,17542877
NEM,XEM,1636089115.21,0.1818,8999999999
Chiliz,CHZ,1564892934.51,0.2698,5799955194
Telcoin,TEL,1565509748.90,0.03017,51884110195
yearn.finance,YFI,1535456206.13,41912.24,36635
Holo,HOT,1493042299.47,0.008647,172673864848
Waves,WAVES,1389124902.31,13.20,105241942
SushiSwap,SUSHI,1379534353.29,10.84,127244443
Synthetix,SNX,1351527915.03,11.77,114841533
Helium,HNT,1326777145.05,15.68,84595015
Enjin Coin,ENJ,1274288769.05,1.5273,834331121
Paxos Standard,PAX,1266300127.29,0.9995,1266899373
Decentraland,MANA,1235623067.87,0.7818,1580470321
NEAR Protocol,NEAR,1214104551.81,3.1164,389588958
Zilliqa,ZIL,1193606312.71,0.1054,11329207805
Horizen,ZEN,1182566731.48,106.17,11138388
Qtum,QTUM,1124707024.69,11.43,98408978
Stacks,STX,1107747458.15,0.9637,1149453462
TrueUSD,TUSD,1125107289.04,0.9996,1125523285
Nexo,NEXO,1065513296.60,1.9027,560000011
Basic Attention Token,BAT,1054519983.77,0.7049,1496014870
Revain,REV,1058002671.27,0.01244,85061485690
Bitcoin Gold,BTG,1027456638.78,58.67,17513924
The Graph,GRT,918770498.14,0.7376,1245666867
Nano,NANO,917642311.34,6.8867,133248297
Ontology,ONT,911228036.93,1.0564,862599654
Mdex,MDX,914900411.74,2.1327,428985851
Harmony,ONE,881845643.72,0.09276,9507132552
HUSD,HUSD,891282126.81,0.9996,891596269
DigiByte,DGB,867282074.92,0.06041,14356190152
Bancor,BNT,872669400.67,4.3020,202854291
OMG Network,OMG,855623213.76,6.1009,140245398
Siacoin,SC,816898962.51,0.01707,47858812992
OKB,OKB,791924576.32,13.20,60000000
0x,ZRX,788950306.10,0.9371,841921228
SwissBorg,CHSB,781101037.05,0.7811,1000000000
UMA,UMA,775796550.69,12.77,60760710
BakeryToken,BAKE,768765427.61,4.0736,188717930
Celo,CELO,766032307.62,3.3973,225479897
Fantom,FTM,750757053.87,0.295,2545006273
Ravencoin,RVN,698716824.93,0.07864,8885335000
Ankr,ANKR,698469767.97,0.09984,6996232711
ICON,ICX,666666381.32,1.0553,631711043
XinFin Network,XDC,653035583.82,0.05322,12269701451
Curve DAO Token,CRV,614181873.00,1.6760,366466815
Flow,FLOW,575969364.25,13.57,42429369
KuCoin Token,KCS,549511151.31,6.8587,80118638
Voyager Token,VGX,518228180.26,2.3313,222295208
IOST,IOST,499309260.48,0.03035,16454275775
Bitcoin Diamond,BCD,498682695.38,2.6740,186492898
Livepeer,LPT,496049166.02,23.44,21164655
1inch,1INCH,483668702.23,2.8863,167571524
Quant,QNT,483161255.69,40.02,12072738
Arweave,AR,474718217.20,14.22,33394701
Ren,REN,454611347.28,0.4559,997163051
Reserve Rights,RSR,434672497.21,0.03303,13159999000
Lisk,LSK,431900848.53,3.3694,128182999
SKALE Network,SKL,407850781.94,0.4254,958853025
Loopring,LRC,410676141.59,0.3352,1225279282
Verge,XVG,407498600.62,0.02476,16456521144
WazirX,WRX,387165037.05,1.3179,293763596
Ergo,ERG,378634982.57,11.83,32012428
Nervos Network,CKB,378243559.97,0.01427,26500169200
iExec RLC,RLC,370990915.72,4.6333,80070793
MaidSafeCoin,MAID,360433514.29,0.7964,452552412
Origin Protocol,OGN,356059959.55,1.1369,313184083
Dent,DENT,351926290.74,0.003591,98008841249
renBTC,RENBTC,356093094.89,35670.44,9983
