name,symbol,marketcap,price,supply
Bitcoin,BTC,108790173990.81,6322.69,17206325
Ethereum,ETH,32368741253.62,319.57,101288507
XRP,XRP,11706265754.80,0.2979,39299874590
Bitcoin Cash,BCH,9871595610.23,570.96,17289488
EOS,EOS,4544058160.47,5.0142,906245118
Stellar,XLM,4197308550.46,0.2236,18771403805
Litecoin,LTC,3430381755.24,59.33,57820484
Cardano,ADA,2928981017.25,0.113,25927070538
Tether,USDT,2408314559.31,1.0005,2407140346
Monero,XMR,1516148257.38,93.21,16266706
IOTA,MIOTA,1499463308.53,0.5395,2779530283
TRON,TRX,1484646834.42,0.02258,65748111645
Dash,DASH,1385980810.70,167.91,8254110
Ethereum Classic,ETC,1368888257.23,13.20,103738981
Neo,NEO,1213127117.16,18.66,65000000
Binance Coin,BNB,1121485876.30,11.74,95512523
NEM,XEM,967254929.14,0.1075,8999999999
Tezos,XTZ,882954562.84,1.4534,607489041
Zcash,ZEC,719915371.50,157.79,4562419
OmiseGO,OMG,569482041.60,4.0606,140245398
VeChain,VET,503522703.44,0.00908,55454734800
0x,ZRX,465553276.74,0.866,537606783
Qtum,QTUM,412882891.16,4.6490,88811152
Lisk,LSK,361574945.63,3.3176,108987050
Decred,DCR,341472501.81,41.26,8276482
Bitcoin Gold,BTG,341051485.06,19.86,17175149
Bytecoin,BCN,339851977.67,0.001848,183890481254
Maker,MKR,316978333.22,474.36,668228
BitShares,BTS,310044740.07,0.117,2650030000
DigiByte,DGB,283468589.24,0.02661,10651732345
Zilliqa,ZIL,283010412.41,0.0374,7567552268
Dogecoin,DOGE,278123116.50,0.002404,115683245320
ICON,ICX,269487784.77,0.6956,387431340
Aeternity,AE,263717749.71,1.1317,233020472
Steem,STEEM,261579931.66,0.9593,272680351
MOAC,MOAC,237929793.41,3.8091,62463334
Augur,REP,230739879.61,20.98,11000000
Ontology,ONT,227002793.12,1.5004,151292175
Basic Attention Token,BAT,210934340.95,0.2109,1000000000
Siacoin,SC,209878157.20,0.005794,36223548684
Waves,WAVES,206467223.17,2.0647,100000000
Verge,XVG,202102570.48,0.01332,15172086051
Bitcoin Diamond,BCD,194438383.95,1.2646,153756875
Bytom,BTM,178704040.42,0.1783,1002499275
RChain,RHOC,160724415.10,0.4449,361219955
Stratis,STRAT,158285014.25,1.5993,98971646
Golem,GNT,155817742.93,0.1624,959242000
Nano,NANO,153933570.85,1.1552,133248289
Pundi X,NPXS,152033656.98,0.001573,96661711497
HyperCash,HC,150617301.12,3.4746,43348558
KuCoin Shares,KCS,149552943.66,1.6483,90730576
Populous,PPT,146749609.95,3.9658,37004027
Status,SNT,143165038.08,0.04125,3470483788
Komodo,KMD,129476964.92,1.1887,108920098
Mithril,MITH,128168983.84,0.3593,356761850
MaidSafeCoin,MAID,124332285.31,0.2747,452552412
Metaverse ETP,ETP,119115306.30,2.4527,48565498
IOST,IOST,118624870.11,0.01412,8400000000
Ardor,ARDR,116476470.48,0.1166,998999495
DigixDAO,DGD,115416915.89,57.71,2000000
Dentacoin,DCN,112034682.02,0.0003445,325226613094
Huobi Token,HT,111427347.52,2.2285,50000200
MonaCoin,MONA,107456865.16,1.7467,61518675
Waltonchain,WTC,106846965.26,2.6616,40144099
Mixin,XIN,103570835.68,234.42,441809
Kin,KIN,101943852.43,0.0001348,756097560976
Aurora,AOA,100798319.10,0.02915,3457333569
Chainlink,LINK,99258884.79,0.2836,350000000
GXChain,GXC,97831900.12,1.6305,60000000
aelf,ELF,96984706.82,0.3879,250000000
Wanchain,WAN,94367528.45,0.889,106152493
Cryptonex,CNX,93303062.80,2.0545,45412938
FunFair,FUN,91517745.50,0.01826,5010848189
Horizen,ZEN,88437099.59,19.73,4482963
Holo,HOT,87716719.90,0.0006585,133214575156
MCO,MCO,87257830.56,5.5248,15793831
Bancor,BNT,86406114.38,1.6669,51837078
Aion,AION,84257357.41,0.4288,196494166
Dropil,DROP,82602790.68,0.003972,20798551540
Decentraland,MANA,82068993.65,0.07815,1050141509
Emercoin,EMC,81406830.37,1.9328,42118422
Ark,ARK,81026391.96,0.7756,104463698
WAX,WAXP,77935709.25,0.08373,930851783
Bitcoin Private,BTCP,77923497.58,3.7985,20514202
Nxt,NXT,76702976.17,0.07678,998999942
Power Ledger,POWR,73165281.86,0.1955,374255607
ReddCoin,RDD,71124505.49,0.002469,28808713174
Zcoin,XZC,67190732.03,12.45,5398950
NULS,NULS,65728211.40,1.6432,40000000
Kyber Network,KNC,65567902.38,0.4888,134132697
Loopring,LRC,65480169.78,0.1145,572074043
Nebulas,NAS,64728648.54,1.4226,45500000
TenX,PAY,63126197.15,0.5778,109255861
PIVX,PIVX,62003463.33,1.0920,56781166
TrueUSD,TUSD,60749527.94,0.9991,60803383
Polymath,POLY,59439509.29,0.215,276420107
CyberMiles,CMT,58991003.14,0.08427,700048400
Electroneum,ETN,58874886.00,0.007711,7634728199
Iconomi,ICN,58030190.98,0.5866,98930340
Centrality,CENNZ,57578589.12,0.0728,790919834
Peercoin,PPC,56827494.44,2.2817,24906078
SmartCash,SMART,56516174.67,0.05363,1053773052
Syscoin,SYS,55543724.31,0.1032,538336830
THETA,THETA,55424711.33,0.08347,664002689
QASH,QASH,55414663.26,0.1583,350000000
Bibox Token,BIX,55102346.55,0.5384,102339166
Enigma,ENG,53991739.99,0.7215,74836171
Loom Network,LOOM,53904379.04,0.09118,591173123
Single Collateral DAI,SAI,53090053.51,1.0001,53083631
Elastos,ELA,52852810.83,7.1496,7392374
ZClassic,ZCL,52717662.09,11.45,4605150
ODEM,ODE,52708314.07,0.2944,179017071
Nexus,NXS,52377584.83,0.8962,58447015
Gas,GAS,50520469.41,4.9880,10128375
Veritaseum,VERI,49708606.41,24.41,2036645
Substratum,SUB,47607650.83,0.1243,383021000
Factom,FCT,47458705.69,5.4269,8745102
TokenPay,TPAY,47034652.27,3.0335,15505118
Dignity,DIG,46795050.96,0.08947,523036421
Gifto,GTO,46716968.17,0.08893,525319169
PRIZM,PZM,46700474.13,0.8437,55353629
Storj,STORJ,45899530.66,0.338,135787539
Obyte,GBYTE,43368507.41,65.43,662811
Matrix AI Network,MAN,41799317.30,0.2787,150000000
CyberVein,CVT,41675794.71,0.03963,1051552798
WaykiChain,WICC,41347180.57,0.2357,175387223
Cortex,CTXC,41209381.75,0.2751,149792458
Civic,CVC,41162417.27,0.1201,342699966
Ignis,IGNIS,40967100.30,0.05382,761143950
Dragonchain,DRGN,40312595.76,0.1691,238421940
Santiment Network Token,SAN,39937007.16,0.6374,62660371
SALT,SALT,39567865.51,0.5744,68885287
Storm,STORM,38786279.21,0.0086,4509788612
Namecoin,NMC,36954258.98,2.5077,14736400
Paypex,PAYX,36312371.67,0.5307,68428768
Gnosis,GNO,35913206.54,32.51,1104590
Vertcoin,VTC,35896747.09,0.7889,45501500
Voyager Token,VGX,35884942.13,0.4599,78020533
High Performance Blockchain,HPB,35596909.51,0.9543,37302632
Tokenomy,TEN,34614771.60,0.1731,200000000
Aragon,ANT,34265247.73,1.2132,28244398
Crypterium,CRPT,34261545.98,0.4323,79256577
Ravencoin,RVN,34043458.31,0.02066,1647875000
Game.com,GTC,34015848.43,0.04467,761444190
Groestlcoin,GRS,33191434.74,0.4698,70656324
Particl,PART,32815222.99,4.0666,8069480
Nexo,NEXO,32728004.74,0.05844,560000010
Cube,AUTO,32241047.65,0.004759,6774940000
Time New Bank,TNB,31808590.05,0.01347,2361435804
BnkToTheFuture,BFT,31436735.36,0.0499,629990099
Nexty,NTY,30945548.89,0.0002117,146172658036
Enjin Coin,ENJ,30921310.78,0.04063,760992535
Fusion,FSN,30902705.41,1.0410,29684331
FuzeX,FXT,30456788.22,0.04105,741924661
Bread,BRD,30357720.61,0.3421,88733978
Skycoin,SKY,29170880.32,2.9171,10000000
Unobtanium,UNO,29120865.35,146.28,199070
Safex Token,SFT,29019781.26,0.01881,1543157590
Cindicator,CND,28993870.07,0.02005,1445976590
CRYPTO20,C20,28979236.25,0.7186,40329078
Request,REQ,28938960.39,0.0399,725261002
iExec RLC,RLC,28558732.27,0.3567,80070793
SingularityNET,AGI,28514597.05,0.05284,539673260
KickToken,KICK,28214340.63,0.05419,520699428
DAEX,DAX,27812993.06,0.0751,370323972
Blocknet,BLOCK,27647378.08,5.2339,5282398
Nucleus Vision,NCASH,27162761.26,0.006123,4436425098
LoyalCoin,LYL,27146939.69,0.005502,4934048956
Bluzelle,BLZ,26651722.08,0.1431,186207693
Neblio,NEBL,26548824.29,1.9783,13420299
Dynamic Trading Rights,DTR,26283797.40,0.02158,1218054044
SmartMesh,SMT,25981605.02,0.01838,1413716694
Scry.info,DDD,25928141.38,0.05892,440057074
Edgeless,EDG,25782954.78,0.2696,95639612
BridgeCoin,BCO,25691513.84,0.9515,27000000
Noah Coin,NOAH,25565872.80,0.0007821,32687957978
bitCNY,BITCNY,25441045.95,0.1535,165726000
Tao,XTO,25433827.65,0.7686,33092412
Ubiq,UBQ,25306177.36,0.6019,42045703
Bitcoin Interest,BCI,25221941.45,1.3762,18326892
BOScoin,BOS,24703860.42,0.05532,446527866
UNIVERSAL CASH,UCASH,24489835.16,0.003001,8160479603
MediShares,MDS,24076148.93,0.02334,1031355785
Asch,XAS,24024515.68,0.2573,93355331
Achain,ACT,23791414.53,0.03954,601679514
SONM,SNM,23643234.84,0.06575,359600000
DigitalNote,XDN,23592863.90,0.003416,6906847847
Credits,CS,23368466.91,0.1686,138595626
THEKEY,TKY,23019676.10,0.004549,5060038287
Revain,R,22985938.70,0.1233,186450000
MinexCoin,MNX,22905832.96,5.6734,4037411
QuarkChain,QKC,22819719.88,0.03049,748316585
Po.et,POE,22819510.72,0.009763,2337344934
Ruff,RUFF,22753205.08,0.02463,923800000
Streamr DATAcoin,DATA,22739326.33,0.03358,677154514
Quantstamp,QSP,22641401.51,0.03668,617314171
WhiteCoin,XWC,22618574.69,0.09067,249459119
DeepBrain Chain,DBC,22445022.59,0.01496,1500000000
Litecoin Cash,LCC,22433405.31,0.03855,581962707
All Sports,SOC,22203880.45,0.01516,1464425313
Primecoin,XPM,22172291.89,0.9025,24567120
Bitcore,BTX,21919317.59,1.3990,15668020
Genaro Network,GNX,21851735.17,0.06842,319359142
Viacoin,VIA,21397699.02,0.9272,23078526
SIRIN LABS Token,SRN,21390674.24,0.0933,229258029
BitBay,BAY,21316618.09,0.02106,1012146906
Bottos,BTO,21070049.65,0.04131,509990153
Rock,RKT,20683964.44,0.0491,421258422
Nectar,NEC,20109040.13,0.2442,82353022
MediBloc [ERC20],MEDX,20077756.47,0.007556,2657026866
ION,ION,20050702.74,0.9129,21963869
Raiden Network Token,RDN,20029277.91,0.3992,50168936
Telcoin,TEL,20008541.83,0.0006276,31881011929
BLOCKv,VEE,19983040.56,0.01015,1968986470
Ambrosus,AMB,19886527.43,0.1375,144590975
DEW,DEW,19751995.78,0.1913,103244553
NANJCOIN,NANJ,19594043.33,0.001012,19361889557
Einsteinium,EMC2,19538532.94,0.08987,217407137
Pillar,PLR,19103126.97,0.07366,259348201
SaluS,SLS,19075701.05,18.87,1010863
Dent,DENT,19065386.53,0.001796,10614760961
Eidoo,EDO,19041482.03,0.6507,29261461
TaTaTu,TTU,18882948.47,0.1952,96727971
Genesis Vision,GVT,18808071.34,5.0467,3726781
TrueChain,TRUE,18688315.31,0.4023,46448735
