name,symbol,marketcap,price,supply
Bitcoin,BTC,72050487506.13,4139.88,17404012
XRP,XRP,14825428857.61,0.3676,40327341704
Ethereum,ETH,12053770487.12,116.39,103564606
Stellar,XLM,3070486824.37,0.1603,19154499773
Bitcoin Cash,BCH,3010194660.91,172.11,17489600
EOS,EOS,2582234217.99,2.8494,906245118
Litecoin,LTC,2002705712.11,33.71,59404288
Tether,USDT,1853398856.15,0.9984,1856421736
Bitcoin SV,BSV,1754285184.08,100.37,17477861
Cardano,ADA,1080429209.08,0.04167,25927070538
TRON,TRX,987857121.64,0.01494,66142707876
Monero,XMR,982006148.45,59.10,16615722
IOTA,MIOTA,823651399.44,0.2963,2779530283
Dash,DASH,789324066.54,93.04,8483534
NEM,XEM,701127573.40,0.0779,8999999999
Binance Coin,BNB,686750929.99,5.2504,130799315
Ethereum Classic,ETC,548592458.53,5.1524,106473868
Neo,NEO,517354499.21,7.9593,65000000
Zcash,ZEC,424699693.45,79.16,5365256
Bitcoin Gold,BTG,315179691.04,18.14,17375524
Tezos,XTZ,299053526.49,0.4923,607489041
Maker,MKR,289184553.98,397.11,728228
VeChain,VET,272996726.08,0.004923,55454734800
Dogecoin,DOGE,263285350.99,0.002246,117237641286
Ontology,ONT,238314715.20,0.8186,291115881
OmiseGO,OMG,224279010.70,1.5992,140245398
0x,ZRX,221503389.65,0.4018,551230444
Basic Attention Token,BAT,214674033.59,0.1818,1180848540
TrueUSD,TUSD,198289661.31,1.0166,195050843
Qtum,QTUM,189517517.54,2.1275,89079116
Decred,DCR,183643463.81,20.60,8915696
USD Coin,USDC,178770938.26,1.0128,176516608
Paxos Standard,PAX,167865499.89,1.0131,165689837
Lisk,LSK,164741792.48,1.4617,112703231
Waves,WAVES,157592921.37,1.5759,100000000
Bitcoin Diamond,BCD,154696575.25,1.0061,153756875
Bytecoin,BCN,152172884.18,0.0008267,184066828814
DigiByte,DGB,147271649.10,0.01323,11130041193
Zilliqa,ZIL,143260253.72,0.01781,8044753462
Nano,NANO,139693654.26,1.0484,133248289
BitShares,BTS,132553980.03,0.04952,2676780000
Aeternity,AE,129633827.28,0.5563,233020472
ICON,ICX,129089394.21,0.2727,473406688
Verge,XVG,118929035.85,0.007839,15172086051
Siacoin,SC,116635805.01,0.003051,38232943047
Aurora,AOA,115971431.34,0.01773,6542330148
Chainlink,LINK,110480027.40,0.3157,350000000
Steem,STEEM,104501856.14,0.347,301170958
Pundi X,NPXS,101670799.68,0.0006549,155239496088
Bytom,BTM,101128771.26,0.1009,1002499275
Factom,FCT,99738190.96,11.41,8745102
Augur,REP,93188109.85,8.4716,11000000
Populous,PPT,93020176.13,1.7468,53252246
Golem,GNT,86056409.41,0.08966,959842000
Komodo,KMD,82326687.27,0.7426,110864815
Stratis,STRAT,79268418.32,0.7997,99116535
QASH,QASH,76038792.55,0.2173,350000000
Electroneum,ETN,72081201.39,0.008524,8455800891
Holo,HOT,71094547.54,0.0005337,133214575156
MaidSafeCoin,MAID,71008225.85,0.1569,452552412
Status,SNT,70038145.30,0.02018,3470483788
Decentraland,MANA,66920184.21,0.06372,1050141509
Cryptonex,CNX,66399546.07,1.1948,55576003
Revain,R,65142110.64,0.1499,434450000
Ardor,ARDR,63310414.70,0.06337,998999495
WAX,WAXP,62524185.50,0.06681,935838056
Single Collateral DAI,SAI,62522383.21,0.9995,62554611
Nexo,NEXO,61507320.27,0.1098,560000011
Huobi Token,HT,60967689.46,1.2193,50000200
IOST,IOST,60457646.17,0.005037,12003807131
DEX,DEX,59168077.70,0.3089,191542291
KuCoin Shares,KCS,55250343.99,0.613,90138154
MobileGo,MGO,55103155.45,0.551,99998615
Centrality,CENNZ,52809301.42,0.0659,801382336
Metaverse ETP,ETP,52040433.31,0.9692,53694968
Waltonchain,WTC,49701593.32,1.2316,40354159
Mithril,MITH,49540305.08,0.1213,408362726
ODEM,ODE,49522963.29,0.2272,218002386
Insight Chain,INB,48991498.13,0.2893,169343326
THETA,THETA,48091627.90,0.06807,706502689
MOAC,MOAC,47370019.24,0.7584,62463334
Wanchain,WAN,46162985.68,0.4349,106152493
Bitcoin Private,BTCP,46011142.36,2.2418,20524490
Gemini Dollar,GUSD,45426985.11,1.0145,44776968
Ravencoin,RVN,45187906.49,0.01904,2373125000
Ark,ARK,44301621.13,0.4149,106764590
GXChain,GXC,43979806.01,0.733,60000000
ReddCoin,RDD,43974124.18,0.001526,28808713174
Elastos,ELA,43929181.82,3.1130,14111733
MonaCoin,MONA,43094008.85,0.6725,64083050
PIVX,PIVX,42748661.06,0.7529,56781166
Aion,AION,42293013.72,0.161,262673279
Bancor,BNT,40587760.63,0.6949,58407434
SIRIN LABS Token,SRN,40432276.56,0.08221,491820906
MCO,MCO,40265390.33,2.5494,15793831
Zcoin,XZC,40259419.12,6.9921,5757841
Polymath,POLY,40169751.79,0.1401,286787107
HyperCash,HC,40031612.40,0.9196,43529781
aelf,ELF,39150583.64,0.1398,280000000
DigixDAO,DGD,36948127.66,18.47,2000000
QuarkChain,QKC,36891528.24,0.04602,801649919
Linkey,LKY,35931122.08,0.7186,50000000
Loopring,LRC,35876958.74,0.04547,788984491
Nxt,NXT,35873218.44,0.03591,998999942
Horizen,ZEN,35743793.12,6.7649,5283713
Veritaseum,VERI,35287235.37,17.33,2036645
Nebulas,NAS,35021204.37,0.7697,45500000
Mixin,XIN,34918009.76,78.53,444635
Loom Network,LOOM,34728676.56,0.05737,605305034
Digitex Futures,DGTX,34387298.30,0.04703,731250000
Power Ledger,POWR,34374785.86,0.08801,390595382
FREE Coin,FREE,34179994.01,0.00000896,3812971336829
CyberMiles,CMT,34165867.92,0.04468,764598429
Dentacoin,DCN,33935452.34,0.0001043,325226613094
TenX,PAY,31568187.49,0.2887,109347861
ProximaX,XPX,30933776.67,0.005073,6097456550
Smartlands,SLT,30784024.75,6.0350,5100896
BOScoin,BOS,30720277.46,0.06725,456838751
Nasdacoin,NSD,29473023.79,1.5683,18792746
Dropil,DROP,29423765.14,0.001368,21508504326
Endor Protocol,EDR,28444109.64,0.04148,685685058
FunFair,FUN,27778076.54,0.005177,5365813789
Dragonchain,DRGN,26596972.30,0.1116,238421940
Kyber Network,KNC,25727166.38,0.1918,134132697
Gas,GAS,25542312.26,2.5219,10128375
WaykiChain,WICC,25344106.09,0.1207,210000000
Storj,STORJ,25075709.27,0.1847,135787439
SingularityNET,AGI,25049681.71,0.04642,539673260
Enigma,ENG,24915305.52,0.3329,74836171
BHPCoin,BHP,24674333.41,0.7312,33746752
Civic,CVC,23470066.31,0.06849,342699967
GoChain,GO,23259203.86,0.03561,653159541
Groestlcoin,GRS,23140638.47,0.324,71423584
THEKEY,TKY,23137975.37,0.004573,5060038287
Kin,KIN,23056243.70,0.00003049,756097560976
Eidoo,EDO,23007628.17,0.7863,29261461
Syscoin,SYS,22706830.10,0.04172,544225212
Bibox Token,BIX,22603883.60,0.2208,102384714
Nectar,NEC,22394149.74,0.2719,82353022
Enjin Coin,ENJ,22218904.25,0.02919,761158535
Etheera,ETA,22054196.37,0.003765,5857896294
Genesis Vision,GVT,21686435.29,4.8988,4426883
Bread,BRD,21682194.93,0.2444,88733978
XYO,XYO,21456317.41,0.003873,5539553175
NULS,NULS,20800653.76,0.52,40000000
PumaPay,PMA,20625224.56,0.0009938,20754856631
Cortex,CTXC,20395373.58,0.1362,149792458
Obyte,GBYTE,20305665.06,30.64,662811
SALT,SALT,20222628.88,0.2488,81280816
Fusion,FSN,20000641.37,0.6733,29704811
Dent,DENT,19922755.50,0.001156,17241387101
Substratum,SUB,19762831.21,0.0516,383021000
STASIS EURO,EURS,19354150.05,1.1193,17291000
SmartCash,SMART,19334492.60,0.01835,1053773052
Request,REQ,19038164.85,0.02609,729658688
Storm,STORM,18721400.16,0.004143,4518781114
iExec RLC,RLC,18563974.95,0.2318,80070793
Iconomi,ICN,18360502.74,0.1856,98930340
Odyssey,OCN,18231887.66,0.003838,4750000000
Tokenomy,TEN,18185836.87,0.09093,200000000
Cindicator,CND,18014686.31,0.01246,1445976590
Peercoin,PPC,18002313.87,0.7178,25078781
Everipedia,IQ,17886847.84,0.003969,4506302133
Moeda Loyalty Points,MDA,17597429.10,0.8965,19628888
Gifto,GTO,17582488.68,0.03306,531819169
Buggyra Coin Zero,BCZERO,17271885.59,0.01225,1409460286
Nexus,NXS,17170801.42,0.2876,59707886
Ignis,IGNIS,16760843.31,0.02202,761143950
Bezant,BZNT,16755499.22,0.03373,496808816
Telcoin,TEL,16715620.24,0.000479,34898527175
Pillar,PLR,16542675.31,0.06379,259348201
APIS,APIS,16541825.32,0.003394,4873324621
RChain,RHOC,16506062.46,0.04416,373789868
Emercoin,EMC,16486116.63,0.3914,42118422
Mainframe,MFT,16182027.71,0.00411,3937700694
Santiment Network Token,SAN,16173891.62,0.2581,62660371
Matrix AI Network,MAN,16053960.33,0.107,150000000
Credits,CS,15994335.34,0.1049,152434130
Vertcoin,VTC,15958917.73,0.3387,47121600
Noah Coin,NOAH,15877496.81,0.0004857,32687957978
Credo,CREDO,15858937.07,0.02884,549891703
CRYPTO20,C20,15635791.48,0.389,40199298
Einsteinium,EMC2,15559200.00,0.07138,217991449
Neblio,NEBL,15170125.86,1.1003,13787823
ARBITRAGE,ARB,15119238.01,3.4684,4359122
Streamr DATAcoin,DATA,14712653.55,0.02173,677154514
Po.et,POE,14709961.35,0.006084,2417769706
ETERNAL TOKEN,XET,14454037.98,0.2128,67930001
Vitae,VITAE,14356704.73,1.3983,10267568
TokenPay,TPAY,14165249.07,0.9028,15690737
Optimal Shelf Availability Token,OSA,13741510.79,0.04314,318565452
Particl,PART,13665100.45,1.6934,8069480
Raiden Network Token,RDN,13581211.25,0.2704,50218936
TomoChain,TOMO,13510043.45,0.2456,55000000
Gnosis,GNO,13488989.79,12.21,1104590
Aragon,ANT,13424191.18,0.4613,29102723
Wagerr,WGR,13375987.21,0.07309,183000000
BOX Token,BOX,13301757.95,0.1747,76120523
Skycoin,SKY,13299974.07,1.3300,9999999
AMO Coin,AMO,13210408.08,0.001472,8972250815
TrueChain,TRUE,13063871.69,0.2813,46448735
IoTeX,IOTX,12997980.01,0.009765,1331040005
Cube,AUTO,12893880.45,0.001903,6774940000
BnkToTheFuture,BFT,12884111.50,0.02045,629989999
Burst,BURST,12804157.59,0.006389,2004099050
Quant,QNT,12728022.13,1.3018,9777236
Nucleus Vision,NCASH,12601497.80,0.002284,5517015976
Crypterium,CRPT,12561311.14,0.1572,79896520
DMarket,DMT,12471721.95,0.2484,50216064
Unobtanium,UNO,12381883.25,62.03,199604
OST,OST,12341388.59,0.02827,436508173
Wowbit,WWB,12266936.16,0.04416,277777778
Bluzelle,BLZ,12229706.38,0.06262,195288451
OneRoot Network,RNT,12217080.60,0.04932,247734355
High Performance Blockchain,HPB,12179410.22,0.3203,38022632
Scry.info,DDD,12178069.64,0.02767,440057074
PRIZM,PZM,12140016.88,0.1808,67133319
Energi,NRG,12103204.43,1.1585,10446871
Utrust,UTK,12085385.63,0.02686,450000000
MediBloc [ERC20],MEDX,11948016.39,0.003767,3171448430
Ambrosus,AMB,11939138.09,0.08257,144590975
Ubiq,UBQ,11857812.53,0.2783,42609099
Cred,LBA,11704911.32,0.02567,455944011
Breezecoin,BRZE,11677755.20,0.2973,39277000
Quantum Resistant Ledger,QRL,11670539.09,0.2244,52000000
